0.14304002521324513,0.0829151478033992,B
-0.5408360487087501,0.0017510454685438902,A
0.058159797870734324,0.07735279094761394,B
-0.05347008023591232,0.00042537240287656954,B
0.12716822122786722,-0.2486299537778475,A
0.05018397163076757,-0.1054759168262731,A
0.043788964692400595,0.13709542088871304,B
0.17291142560662875,0.066231368851926,B
0.06055290312543504,0.03523519239108806,B
-0.3340629616144839,0.45270451813394735,A
-0.4306051172329718,0.052926990616761455,A
-0.038884094180381835,0.37392946392232684,A
-0.15714597738020497,0.09950953824217883,B
0.12136504518986975,0.10937662944829299,A
0.12363098503623492,-0.03790664932701387,B
-0.13494882967416563,0.08833851781096813,B
-0.1477673792243743,0.22090517977514368,A
0.11827289884729085,-0.0020792235753310934,B
-0.31746587790421843,0.2071348928457585,A
0.3812282381776799,-0.12720291434369663,A
