-0.10151337695752116,0.379586424083842,A
0.20266328098672004,0.20716325748543768,B
-0.10219993768727463,0.29016828961376934,A
-0.01774124662237048,-0.21005947239755068,B
0.3388806614090481,-0.3026495469057789,A
-0.0006618892740555284,-0.09332118116336643,B
-0.31242516864030356,0.1717406141899165,B
-0.4374108405993279,0.20751920163171578,A
-0.12892344284556803,0.07691294986641814,A
0.008672512847669787,0.20419736494213603,B
-0.13958365207537782,-0.1609224171711469,B
0.1704983585398367,-0.19482498361557093,A
0.01270076957418989,-0.13386807974651682,B
0.3331280719251481,0.40136529949260763,A
0.11848515632521624,0.19318054432447299,A
-0.17193965250828266,-0.09865021491776557,A
-0.1774527685102941,-0.00664433135344878,B
-0.0047800338255285235,0.022645073198654136,A
-0.20612313944457053,-0.19438757467258405,B
0.12766627062650218,0.09372572925097812,B
